Tamanho,Threshold,Execucao,TempoCPU,TempoReal
3,60,36,0.000000,0.000000
3,60,37,0.000000,0.000000
3,60,38,0.000000,0.000000
3,60,39,0.000000,0.000000
3,60,40,0.000001,0.000000
3,60,41,0.000000,0.000000
3,60,42,0.000001,0.000000
3,60,43,0.000000,0.000000
3,60,44,0.000001,0.000000
3,60,45,0.000000,0.000000
3,60,46,0.000001,0.000000
3,60,47,0.000000,0.000000
3,60,48,0.000001,0.000000
3,60,49,0.000000,0.000000
3,60,50,0.000000,0.000000
3,50,1,0.000001,0.000000
3,50,2,0.000000,0.000000
3,50,3,0.000001,0.000000
3,50,4,0.000000,0.000000
3,50,5,0.000001,0.000000
3,50,6,0.000000,0.000000
3,50,7,0.000000,0.000000
3,50,8,0.000000,0.000000
3,50,9,0.000000,0.000000
3,50,10,0.000000,0.000000
3,50,11,0.000000,0.000000
3,50,12,0.000000,0.000000
3,50,13,0.000000,0.000000
3,50,14,0.000000,0.000000
3,50,15,0.000000,0.000000
3,50,16,0.000000,0.000000
3,50,17,0.000000,0.000000
3,50,18,0.000000,0.000000
3,50,19,0.000000,0.000000
3,50,20,0.000000,0.000000
3,50,21,0.000000,0.000000
3,50,22,0.000001,0.000000
3,50,23,0.000000,0.000000
3,50,24,0.000001,0.000000
3,50,25,0.000000,0.000000
3,50,26,0.000001,0.000000
3,50,27,0.000000,0.000000
3,50,28,0.000001,0.000000
3,50,29,0.000000,0.000000
3,50,30,0.000000,0.000000
3,50,31,0.000000,0.000000
3,50,32,0.000000,0.000000
3,50,33,0.000000,0.000000
3,50,34,0.000000,0.000000
3,50,35,0.000000,0.000000
3,50,36,0.000000,0.000000
3,50,37,0.000000,0.000000
3,50,38,0.000000,0.000000
3,50,39,0.000000,0.000000
3,50,40,0.000000,0.000000
3,50,41,0.000000,0.000000
3,50,42,0.000000,0.000000
3,50,43,0.000001,0.000000
3,50,44,0.000000,0.000000
3,50,45,0.000001,0.000000
3,50,46,0.000000,0.000000
3,50,47,0.000001,0.000000
3,50,48,0.000000,0.000000
3,50,49,0.000001,0.000000
3,50,50,0.000000,0.000000
3,40,1,0.000000,0.000000
3,40,2,0.000000,0.000000
3,40,3,0.000000,0.000000
3,40,4,0.000000,0.000000
3,40,5,0.000000,0.000000
3,40,6,0.000000,0.000000
3,40,7,0.000000,0.000000
3,40,8,0.000000,0.000000
3,40,9,0.000000,0.000000
3,40,10,0.000000,0.000000
3,40,11,0.000000,0.000000
3,40,12,0.000000,0.000000
3,40,13,0.000000,0.000000
3,40,14,0.000000,0.000000
3,40,15,0.000001,0.000000
3,40,16,0.000000,0.000000
3,40,17,0.000001,0.000000
3,40,18,0.000000,0.000000
3,40,19,0.000001,0.000000
3,40,20,0.000000,0.000000
3,40,21,0.000000,0.000000
3,40,22,0.000000,0.000000
3,40,23,0.000000,0.000000
3,40,24,0.000000,0.000000
3,40,25,0.000000,0.000000
3,40,26,0.000000,0.000000
3,40,27,0.000000,0.000000
3,40,28,0.000000,0.000000
3,40,29,0.000000,0.000000
3,40,30,0.000000,0.000000
3,40,31,0.000000,0.000000
3,40,32,0.000000,0.000000
3,40,33,0.000000,0.000000
3,40,34,0.000001,0.000000
3,40,35,0.000000,0.000000
3,40,36,0.000001,0.000000
3,40,37,0.000000,0.000000
3,40,38,0.000001,0.000000
3,40,39,0.000000,0.000000
3,40,40,0.000000,0.000000
3,40,41,0.000000,0.000000
3,40,42,0.000000,0.000000
3,40,43,0.000000,0.000000
3,40,44,0.000000,0.000000
3,40,45,0.000000,0.000000
3,40,46,0.000000,0.000000
3,40,47,0.000000,0.000000
3,40,48,0.000000,0.000000
3,40,49,0.000000,0.000000
3,40,50,0.000000,0.000000
3,30,1,0.000000,0.000000
3,30,2,0.000000,0.000000
3,30,3,0.000000,0.000000
3,30,4,0.000001,0.000000
3,30,5,0.000000,0.000000
3,30,6,0.000001,0.000000
3,30,7,0.000000,0.000000
3,30,8,0.000001,0.000000
3,30,9,0.000000,0.000000
3,30,10,0.000001,0.000000
3,30,11,0.000000,0.000000
3,30,12,0.000000,0.000000
3,30,13,0.000000,0.000000
3,30,14,0.000000,0.000000
3,30,15,0.000000,0.000000
3,30,16,0.000000,0.000000
3,30,17,0.000000,0.000000
3,30,18,0.000000,0.000000
3,30,19,0.000000,0.000000
3,30,20,0.000001,0.000000
3,30,21,0.000000,0.000000
3,30,22,0.000001,0.000000
3,30,23,0.000000,0.000000
3,30,24,0.000001,0.000000
3,30,25,0.000000,0.000000
3,30,26,0.000001,0.000000
3,30,27,0.000000,0.000000
3,30,28,0.000001,0.000000
3,30,29,0.000000,0.000000
3,30,30,0.000001,0.000000
3,30,31,0.000000,0.000000
3,30,32,0.000000,0.000000
3,30,33,0.000000,0.000000
3,30,34,0.000000,0.000000
3,30,35,0.000000,0.000000
3,30,36,0.000000,0.000000
3,30,37,0.000000,0.000000
3,30,38,0.000000,0.000000
3,30,39,0.000000,0.000000
3,30,40,0.000000,0.000000
3,30,41,0.000000,0.000000
3,30,42,0.000000,0.000000
3,30,43,0.000000,0.000000
3,30,44,0.000000,0.000000
3,30,45,0.000000,0.000000
3,30,46,0.000000,0.000000
3,30,47,0.000000,0.000000
3,30,48,0.000000,0.000000
3,30,49,0.000001,0.000000
3,30,50,0.000000,0.000000
3,28,1,0.000000,0.000000
3,28,2,0.000001,0.000000
3,28,3,0.000000,0.000000
3,28,4,0.000001,0.000000
3,28,5,0.000000,0.000000
3,28,6,0.000001,0.000000
3,28,7,0.000000,0.000000
3,28,8,0.000001,0.000000
3,28,9,0.000000,0.000000
3,28,10,0.000001,0.000000
3,28,11,0.000000,0.000000
3,28,12,0.000001,0.000000
3,28,13,0.000000,0.000000
3,28,14,0.000001,0.000000
3,28,15,0.000000,0.000000
3,28,16,0.000000,0.000000
3,28,17,0.000000,0.000000
3,28,18,0.000000,0.000000
3,28,19,0.000000,0.000000
3,28,20,0.000000,0.000000
3,28,21,0.000000,0.000000
3,28,22,0.000000,0.000000
3,28,23,0.000000,0.000000
3,28,24,0.000000,0.000000
3,28,25,0.000000,0.000000
3,28,26,0.000000,0.000000
3,28,27,0.000000,0.000000
3,28,28,0.000000,0.000000
3,28,29,0.000001,0.000000
3,28,30,0.000000,0.000000
3,28,31,0.000001,0.000000
3,28,32,0.000000,0.000000
3,28,33,0.000001,0.000000
3,28,34,0.000000,0.000000
3,28,35,0.000000,0.000000
3,28,36,0.000000,0.000000
3,28,37,0.000000,0.000000
3,28,38,0.000000,0.000000
3,28,39,0.000000,0.000000
3,28,40,0.000000,0.000000
3,28,41,0.000000,0.000000
3,28,42,0.000000,0.000000
3,28,43,0.000000,0.000000
3,28,44,0.000000,0.000000
3,28,45,0.000000,0.000000
3,28,46,0.000000,0.000000
3,28,47,0.000000,0.000000
3,28,48,0.000000,0.000000
3,28,49,0.000000,0.000000
3,28,50,0.000001,0.000000
3,26,1,0.000001,0.000000
3,26,2,0.000000,0.000000
3,26,3,0.000001,0.000000
3,26,4,0.000000,0.000000
3,26,5,0.000001,0.000000
3,26,6,0.000000,0.000000
3,26,7,0.000001,0.000000
3,26,8,0.000000,0.000000
3,26,9,0.000001,0.000000
3,26,10,0.000000,0.000000
3,26,11,0.000001,0.000000
3,26,12,0.000000,0.000000
3,26,13,0.000001,0.000000
3,26,14,0.000000,0.000000
3,26,15,0.000000,0.000000
3,26,16,0.000000,0.000000
3,26,17,0.000000,0.000000
3,26,18,0.000000,0.000000
3,26,19,0.000000,0.000000
3,26,20,0.000000,0.000000
3,26,21,0.000000,0.000000
3,26,22,0.000000,0.000000
3,26,23,0.000000,0.000000
3,26,24,0.000000,0.000000
3,26,25,0.000000,0.000000
3,26,26,0.000000,0.000000
3,26,27,0.000000,0.000000
3,26,28,0.000001,0.000000
3,26,29,0.000000,0.000000
3,26,30,0.000001,0.000000
3,26,31,0.000000,0.000000
3,26,32,0.000001,0.000000
3,26,33,0.000000,0.000000
3,26,34,0.000000,0.000000
3,26,35,0.000000,0.000000
3,26,36,0.000000,0.000000
3,26,37,0.000000,0.000000
3,26,38,0.000000,0.000000
3,26,39,0.000000,0.000000
3,26,40,0.000000,0.000000
3,26,41,0.000000,0.000000
3,26,42,0.000000,0.000000
3,26,43,0.000000,0.000000
3,26,44,0.000000,0.000000
3,26,45,0.000000,0.000000
3,26,46,0.000000,0.000000
3,26,47,0.000001,0.000000
3,26,48,0.000000,0.000000
3,26,49,0.000001,0.000000
3,26,50,0.000000,0.000000
3,24,1,0.000000,0.000000
3,24,2,0.000001,0.000000
3,24,3,0.000000,0.000000
3,24,4,0.000001,0.000000
3,24,5,0.000000,0.000000
3,24,6,0.000001,0.000000
3,24,7,0.000000,0.000000
3,24,8,0.000001,0.000000
3,24,9,0.000000,0.000000
3,24,10,0.000001,0.000000
3,24,11,0.000000,0.000000
3,24,12,0.000001,0.000000
3,24,13,0.000000,0.000000
3,24,14,0.000000,0.000000
3,24,15,0.000000,0.000000
3,24,16,0.000000,0.000000
3,24,17,0.000000,0.000000
3,24,18,0.000000,0.000000
3,24,19,0.000000,0.000000
3,24,20,0.000000,0.000000
3,24,21,0.000000,0.000000
3,24,22,0.000000,0.000000
3,24,23,0.000000,0.000000
3,24,24,0.000000,0.000000
3,24,25,0.000000,0.000000
3,24,26,0.000000,0.000000
3,24,27,0.000001,0.000000
3,24,28,0.000000,0.000000
3,24,29,0.000000,0.000000
3,24,30,0.000000,0.000000
3,24,31,0.000000,0.000000
3,24,32,0.000000,0.000000
3,24,33,0.000000,0.000000
3,24,34,0.000000,0.000000
3,24,35,0.000000,0.000000
3,24,36,0.000000,0.000000
3,24,37,0.000000,0.000000
3,24,38,0.000000,0.000000
3,24,39,0.000001,0.000000
3,24,40,0.000000,0.000000
3,24,41,0.000001,0.000000
3,24,42,0.000000,0.000000
3,24,43,0.000001,0.000000
3,24,44,0.000000,0.000000
3,24,45,0.000001,0.000000
3,24,46,0.000000,0.000000
3,24,47,0.000000,0.000000
3,24,48,0.000000,0.000000
3,24,49,0.000000,0.000000
3,24,50,0.000000,0.000000
3,22,1,0.000000,0.000000
3,22,2,0.000000,0.000000
3,22,3,0.000000,0.000000
3,22,4,0.000000,0.000000
3,22,5,0.000000,0.000000
3,22,6,0.000000,0.000000
3,22,7,0.000000,0.000000
3,22,8,0.000000,0.000000
3,22,9,0.000000,0.000000
3,22,10,0.000000,0.000000
3,22,11,0.000001,0.000000
3,22,12,0.000000,0.000000
3,22,13,0.000001,0.000000
3,22,14,0.000000,0.000000
3,22,15,0.000001,0.000000
3,22,16,0.000000,0.000000
3,22,17,0.000000,0.000000
3,22,18,0.000000,0.000000
3,22,19,0.000000,0.000000
3,22,20,0.000000,0.000000
3,22,21,0.000000,0.000000
3,22,22,0.000000,0.000000
3,22,23,0.000000,0.000000
3,22,24,0.000000,0.000000
3,22,25,0.000000,0.000000
3,22,26,0.000000,0.000000
3,22,27,0.000000,0.000000
3,22,28,0.000000,0.000000
3,22,29,0.000000,0.000000
3,22,30,0.000001,0.000000
3,22,31,0.000000,0.000000
3,22,32,0.000001,0.000000
3,22,33,0.000000,0.000000
3,22,34,0.000001,0.000000
3,22,35,0.000000,0.000000
3,22,36,0.000001,0.000000
3,22,37,0.000000,0.000000
3,22,38,0.000000,0.000000
3,22,39,0.000000,0.000000
3,22,40,0.000000,0.000000
3,22,41,0.000000,0.000000
3,22,42,0.000000,0.000000
3,22,43,0.000000,0.000000
3,22,44,0.000000,0.000000
3,22,45,0.000000,0.000000
3,22,46,0.000000,0.000000
3,22,47,0.000000,0.000000
3,22,48,0.000000,0.000000
3,22,49,0.000001,0.000000
3,22,50,0.000000,0.000000
3,20,1,0.000000,0.000000
3,20,2,0.000001,0.000000
3,20,3,0.000000,0.000000
3,20,4,0.000001,0.000000
3,20,5,0.000000,0.000000
3,20,6,0.000001,0.000000
3,20,7,0.000000,0.000000
3,20,8,0.000001,0.000000
3,20,9,0.000000,0.000000
3,20,10,0.000001,0.000000
3,20,11,0.000000,0.000000
3,20,12,0.000000,0.000000
3,20,13,0.000000,0.000000
3,20,14,0.000000,0.000000
3,20,15,0.000000,0.000000
3,20,16,0.000000,0.000000
3,20,17,0.000000,0.000000
3,20,18,0.000000,0.000000
3,20,19,0.000000,0.000000
3,20,20,0.000000,0.000000
3,20,21,0.000000,0.000000
3,20,22,0.000000,0.000000
3,20,23,0.000000,0.000000
3,20,24,0.000000,0.000000
3,20,25,0.000000,0.000000
3,20,26,0.000000,0.000000
3,20,27,0.000001,0.000000
3,20,28,0.000000,0.000000
3,20,29,0.000001,0.000000
3,20,30,0.000000,0.000000
3,20,31,0.000001,0.000000
3,20,32,0.000000,0.000000
3,20,33,0.000001,0.000000
3,20,34,0.000000,0.000000
3,20,35,0.000001,0.000000
3,20,36,0.000000,0.000000
3,20,37,0.000000,0.000000
3,20,38,0.000000,0.000000
3,20,39,0.000000,0.000000
3,20,40,0.000000,0.000000
3,20,41,0.000000,0.000000
3,20,42,0.000000,0.000000
3,20,43,0.000000,0.000000
3,20,44,0.000000,0.000000
3,20,45,0.000000,0.000000
3,20,46,0.000000,0.000000
3,20,47,0.000000,0.000000
3,20,48,0.000000,0.000000
3,20,49,0.000000,0.000000
3,20,50,0.000001,0.000000
3,18,1,0.000000,0.000000
3,18,2,0.000000,0.000000
3,18,3,0.000000,0.000000
3,18,4,0.000000,0.000000
3,18,5,0.000000,0.000000
3,18,6,0.000000,0.000000
3,18,7,0.000001,0.000000
3,18,8,0.000000,0.000000
3,18,9,0.000001,0.000000
3,18,10,0.000000,0.000000
3,18,11,0.000001,0.000000
3,18,12,0.000000,0.000000
3,18,13,0.000001,0.000000
3,18,14,0.000000,0.000000
3,18,15,0.000000,0.000000
3,18,16,0.000000,0.000000
3,18,17,0.000000,0.000000
3,18,18,0.000000,0.000000
3,18,19,0.000000,0.000000
3,18,20,0.000000,0.000000
3,18,21,0.000000,0.000000
3,18,22,0.000000,0.000000
3,18,23,0.000000,0.000000
3,18,24,0.000000,0.000000
3,18,25,0.000000,0.000000
3,18,26,0.000000,0.000000
3,18,27,0.000000,0.000000
3,18,28,0.000000,0.000000
3,18,29,0.000000,0.000000
3,18,30,0.000001,0.000000
3,18,31,0.000000,0.000000
3,18,32,0.000001,0.000000
3,18,33,0.000000,0.000000
3,18,34,0.000001,0.000000
3,18,35,0.000000,0.000000
3,18,36,0.000000,0.000000
3,18,37,0.000000,0.000000
3,18,38,0.000000,0.000000
3,18,39,0.000000,0.000000
3,18,40,0.000001,0.000000
3,18,41,0.000000,0.000000
3,18,42,0.000001,0.000000
3,18,43,0.000000,0.000000
3,18,44,0.000001,0.000000
3,18,45,0.000000,0.000000
3,18,46,0.000001,0.000000
3,18,47,0.000000,0.000000
3,18,48,0.000001,0.000000
3,18,49,0.000000,0.000000
3,18,50,0.000001,0.000000
3,16,1,0.000001,0.000000
3,16,2,0.000000,0.000000
3,16,3,0.000001,0.000000
3,16,4,0.000000,0.000000
3,16,5,0.000001,0.000000
3,16,6,0.000000,0.000000
3,16,7,0.000001,0.000000
3,16,8,0.000000,0.000000
3,16,9,0.000000,0.000000
3,16,10,0.000000,0.000000
3,16,11,0.000000,0.000000
3,16,12,0.000000,0.000000
3,16,13,0.000000,0.000000
3,16,14,0.000000,0.000000
3,16,15,0.000000,0.000000
3,16,16,0.000000,0.000000
3,16,17,0.000000,0.000000
3,16,18,0.000000,0.000000
3,16,19,0.000000,0.000000
3,16,20,0.000000,0.000000
3,16,21,0.000000,0.000000
3,16,22,0.000000,0.000000
3,16,23,0.000000,0.000000
3,16,24,0.000000,0.000000
3,16,25,0.000000,0.000000
3,16,26,0.000000,0.000000
3,16,27,0.000000,0.000000
3,16,28,0.000001,0.000000
3,16,29,0.000000,0.000000
3,16,30,0.000001,0.000000
3,16,31,0.000000,0.000000
3,16,32,0.000000,0.000000
3,16,33,0.000000,0.000000
3,16,34,0.000000,0.000000
3,16,35,0.000000,0.000000
3,16,36,0.000000,0.000000
3,16,37,0.000000,0.000000
3,16,38,0.000000,0.000000
3,16,39,0.000000,0.000000
3,16,40,0.000000,0.000000
3,16,41,0.000000,0.000000
3,16,42,0.000000,0.000000
3,16,43,0.000000,0.000000
3,16,44,0.000000,0.000000
3,16,45,0.000001,0.000000
3,16,46,0.000000,0.000000
3,16,47,0.000001,0.000000
3,16,48,0.000000,0.000000
3,16,49,0.000001,0.000000
3,16,50,0.000000,0.000000
3,14,1,0.000000,0.000000
3,14,2,0.000000,0.000000
3,14,3,0.000000,0.000000
3,14,4,0.000000,0.000000
3,14,5,0.000000,0.000000
3,14,6,0.000000,0.000000
3,14,7,0.000000,0.000000
3,14,8,0.000000,0.000000
3,14,9,0.000000,0.000000
3,14,10,0.000000,0.000000
3,14,11,0.000000,0.000000
3,14,12,0.000000,0.000000
3,14,13,0.000000,0.000000
3,14,14,0.000000,0.000000
3,14,15,0.000001,0.000000
